Limit,Mechanism 2 Revenue,HDR Revenue,Optimal Revenue,Efficiency M2,Efficiency HDR
0.0,9.6404687854872,0.0,10.83732466199086,0.889561684840787,0.0
0.012,6.936466974405167,4.665160155020885,12.593669020790918,0.5507900011469046,0.37043693520285165
0.024,2.1855286727999554,2.1855286727999554,12.593669020790918,0.17354185418021237,0.17354185418021237
0.036000000000000004,11.567556123872526,8.128029607430213,12.217363093030198,0.9468128298872958,0.6652850983914129
0.048,8.627798522856496,5.359900608222068,12.217363093030198,0.7061915453571574,0.43871173897416554
0.06,3.838805463234769,2.337353193482937,12.217363093030198,0.3142090018937674,0.19131404834946406
0.072,13.158869601425181,12.98647712766929,23.80854569800394,0.5526952283577906,0.5454544470037936
0.084,5.50861933497689,3.2480869564556687,7.088614329795703,0.7771080607139831,0.4582118317261139
0.096,7.682791173728833,7.423138024941127,11.808216460921901,0.6506309567710122,0.6286417639367683
0.108,2.446171553424287,2.446171553424287,11.808216460921901,0.2071584274830703,0.2071584274830703
0.12000000000000001,8.147590961270545,8.027343186460602,11.808216460921901,0.6899933608292306,0.6798099622433483
0.132,9.745567042391794,2.8755176225328904,13.301082503033072,0.7326897671801895,0.21618673682214815
0.14400000000000002,9.633926260702268,5.5186686176764805,12.18780099054852,0.7904564792429127,0.4528026525831965
0.15600000000000003,7.8083324416054944,7.470790425918459,12.18780099054852,0.6406678651596587,0.6129727940021303
0.16800000000000007,9.258422420915702,7.140422554754661,14.579227335894439,0.6350420504193129,0.48976687105871203
0.18000000000000008,10.031609148020294,4.055383753861264,12.317542787844129,0.8144164238601416,0.3292364251304586
0.1920000000000001,12.437177999204188,5.748827177525733,13.175666964975317,0.9439505440040156,0.4363215306525094
0.2040000000000001,6.657581113736911,6.138757781729566,10.652533351008389,0.624976322003882,0.5762721016168854
0.2160000000000001,3.0254053999590873,3.0254053999590873,10.652533351008389,0.28400806646361704,0.28400806646361704
0.22800000000000012,5.820349814817333,5.58698769751025,15.23137188991958,0.3821290594755522,0.3668079105341672
0.2400000000000001,6.289056859857769,6.033958917919842,12.456462200620049,0.5048830686087352,0.4844039038323006
0.2520000000000001,4.1412937321977425,4.1412937321977425,13.580113471380345,0.30495280771588446,0.30495280771588446
