Limit,Mechanism 2 Revenue,HDR Revenue,Optimal Revenue,Efficiency M2,Efficiency HDR
0.0,9.28672249164448,0.0,10.431208180268003,0.8902825378570752,0.0
0.012,8.454448495442826,4.086528562866356,11.440919062745227,0.7389658513512984,0.3571853397838653
0.024,10.04319819365798,4.589675812131088,10.98881350176548,0.9139474604828287,0.41766800495737816
0.036000000000000004,11.554078394717362,10.04858851875612,15.609001972559142,0.7402189079756415,0.6437688031830406
0.048,7.223919372044916,5.593434698680137,7.4266000354054365,0.9727088220189233,0.753162237364891
0.06,8.43810415182152,5.2417825172984,11.003271746793839,0.7668722854436668,0.47638399177278923
0.072,9.883537243866588,7.525990205873664,12.202232201569723,0.8099778041099027,0.6167715940453504
0.084,9.02501153938151,4.0489858221871176,10.103568531475963,0.8932498959417763,0.40074809306961057
0.096,10.605895504444272,4.621311418936546,11.00492109288016,0.9637411676950555,0.41993135433986806
0.108,6.944847032734106,6.5370068572294375,7.800908618955922,0.8902612980055148,0.8379801862240446
0.12000000000000001,9.673007691280056,9.244443248859572,18.02494084112881,0.5366457386205926,0.5128695472756203
0.132,10.11983041185916,5.279672200683991,10.285721125962558,0.983871746854514,0.5133011225977516
0.14400000000000002,1.9536804355529482,1.9536804355529482,10.285721125962558,0.18994102714116887,0.18994102714116887
0.15600000000000003,5.422343152455877,3.17636674904203,10.285721125962558,0.5271719003511719,0.3088132285663908
0.16800000000000007,7.15955220000106,6.98160201635282,10.988562913459294,0.6515458168994703,0.6353516898739721
0.18000000000000008,1.5101173181041907,1.5101173181041907,10.988562913459294,0.13742627948687722,0.13742627948687722
0.1920000000000001,4.3779376832642445,2.668381588956965,10.988562913459294,0.39840857423694104,0.24283262606510714
0.2040000000000001,4.959159645608855,3.508663900158122,14.334652675090236,0.34595603800199065,0.24476797448013754
0.2160000000000001,6.027635171999848,5.795344103881524,14.334652675090236,0.4204939811673466,0.40428911918823607
0.22800000000000012,4.461811513947662,4.461811513947662,8.973810434889362,0.4972036735476987,0.4972036735476987
0.2400000000000001,1.997675175213276,1.997675175213276,8.973810434889362,0.22261169764033525,0.22261169764033525
0.2520000000000001,5.886234288380049,5.886234288380049,9.346189743610465,0.6298004266823473,0.6298004266823473
0.2640000000000001,4.686230514953353,4.686230514953353,9.346189743610465,0.5014054543625225,0.5014054543625225
0.27600000000000013,4.364327485728299,4.364327485728299,9.31299486802583,0.4686277129511024,0.4686277129511024
0.2880000000000001,8.896885716427791,8.896885716427791,12.364884189508144,0.7195284306808939,0.7195284306808939
0.3000000000000001,2.2827130297122897,2.2827130297122897,12.364884189508144,0.18461256852281868,0.18461256852281868
0.3120000000000001,5.706598625391609,5.706598625391609,8.128865423096217,0.7020166195860102,0.7020166195860102
0.3240000000000001,2.3083686887542734,2.3083686887542734,8.128865423096217,0.28397181754240863,0.28397181754240863
0.33600000000000013,3.8835811177187063,3.8835811177187063,15.681941979261211,0.2476466959802937,0.2476466959802937
