Limit,Mechanism 2 Revenue,HDR Revenue,Optimal Revenue
0.0,9.622123294549962,0.0,11.292182378976982
0.012,6.599037869993172,3.507056301308629,11.292182378976982
0.024,6.275330606068544,2.8043989362150956,11.292182378976982
0.036000000000000004,11.057105383138879,7.403109767566422,14.333892368242001
0.048,6.454587906830085,6.403523362167839,14.333892368242001
0.06,5.771653821693686,4.058576768662835,12.516860343909713
0.072,13.981316009804702,7.262440888863489,26.449581995267522
0.084,7.126567719581244,3.7073877874243033,26.449581995267522
0.096,5.792091503287946,5.6913699157258115,26.449581995267522
0.108,5.092178106623823,4.981791446220034,26.449581995267522
0.12000000000000001,9.490316927446646,9.202253808322173,12.779136438218272
0.132,5.853272270081083,2.593938018053925,12.779136438218272
0.14400000000000002,7.307821748828596,4.925228011720179,12.779136438218272
0.15600000000000003,10.137000262874102,9.91482265549953,14.31654245258763
0.16800000000000007,6.525253393319597,3.8242011748509235,9.61221337880991
0.18000000000000008,5.87607900257545,3.9896323855282847,9.450877709718991
0.1920000000000001,3.7872397993525557,3.5012606090819025,9.450877709718991
0.2040000000000001,4.289047572401472,4.289047572401472,8.137348487849787
0.2160000000000001,7.60363351849016,7.60363351849016,8.137348487849787
0.22800000000000012,6.952517259750293,6.952517259750293,8.137348487849787
0.2400000000000001,3.970655380143293,3.970655380143293,8.137348487849787
0.2520000000000001,2.5394080203225515,2.5394080203225515,18.406545797540446
0.2640000000000001,4.043023951907818,4.043023951907818,15.202969562500982
0.27600000000000013,0.7183069043739561,0.7183069043739561,7.5960785769322055
0.2880000000000001,1.844619938891764,1.844619938891764,7.5960785769322055
0.3000000000000001,6.207404236978915,6.207404236978915,11.182676259709211
0.3120000000000001,4.086156838693141,4.086156838693141,11.182676259709211
0.3240000000000001,8.039243415535099,8.039243415535099,17.47622367527321
0.33600000000000013,3.563188953721835,3.563188953721835,12.66165994129672
0.3480000000000001,3.181372603173113,3.181372603173113,12.66165994129672
0.3600000000000001,2.1498612240498813,2.1498612240498813,12.66165994129672
0.3720000000000001,1.813249890411379,1.813249890411379,12.66165994129672
0.3840000000000001,2.9608598290945043,2.9608598290945043,12.66165994129672
0.39600000000000013,2.474554987410364,2.474554987410364,16.000677970295975
0.4080000000000001,4.491074812541588,4.491074812541588,16.000677970295975
0.4200000000000001,9.304051297396658,9.304051297396658,13.867409657154191
0.4320000000000001,6.4399237137600895,6.4399237137600895,13.141716229198254
0.4440000000000001,3.1062135324335696,3.1062135324335696,13.141716229198254
0.4560000000000001,4.944753890122031,4.944753890122031,12.687483387290639
0.46800000000000014,3.512933986547381,3.512933986547381,12.687483387290639
0.4800000000000002,3.3620454792987733,3.3620454792987733,10.79705994098829
0.4920000000000002,3.4829050997376383,3.4829050997376383,10.79705994098829
0.5040000000000002,5.428685269808147,5.428685269808147,10.79705994098829
0.5160000000000002,5.09288131580921,5.09288131580921,10.79705994098829
0.5280000000000002,1.7681904726593685,1.7681904726593685,10.79705994098829
0.5400000000000003,6.553571389274662,6.553571389274662,10.374960504215135
0.5520000000000003,7.357986555966108,7.357986555966108,10.374960504215135
0.5640000000000003,5.4380439500159845,5.4380439500159845,10.374960504215135
0.5760000000000003,1.8436706423344575,1.8436706423344575,10.374960504215135
0.5880000000000003,3.2677056218027287,3.2677056218027287,10.374960504215135
0.6000000000000003,5.36552333661996,5.36552333661996,14.659698954563467
0.6120000000000003,7.9973153549423746,7.9973153549423746,18.917044249219934
0.6240000000000003,2.86746810477677,2.86746810477677,6.333798202739523
0.6360000000000003,4.840246980148532,4.840246980148532,9.305751081281757
